ID	NOC	Games	City	Year	Sport	Event	Medal
93603	GBR	1956 Summer	Melbourne	1956	Sailing	Sailing Mixed 5.5 metres	Silver
93605	USA	2016 Summer	Rio de Janeiro	2016	Equestrianism	Equestrianism Mixed Dressage, Team	Bronze
93606	GRE	1896 Summer	Athina	1896	Athletics	Athletics Men's Triple Jump	Bronze
93607	GRE	1896 Summer	Athina	1896	Gymnastics	Gymnastics Men's Rings	Bronze
93612	RUS	2000 Summer	Sydney	2000	Synchronized Swimming	Synchronized Swimming Women's Team	Gold
93623	SWE	1912 Summer	Stockholm	1912	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
93628	SWE	1912 Summer	Stockholm	1912	Cycling	Cycling Men's Road Race, Team	Gold
93628	SWE	1920 Summer	Antwerpen	1920	Cycling	Cycling Men's Road Race, Team	Silver
93639	SWE	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Gold
93640	SWE	1952 Summer	Helsinki	1952	Equestrianism	Equestrianism Mixed Dressage, Team	Gold
93640	SWE	1956 Summer	Stockholm	1956	Equestrianism	Equestrianism Mixed Dressage, Team	Gold
93641	SWE	1924 Summer	Paris	1924	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
93656	SWE	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Silver
93673	EST	2000 Summer	Sydney	2000	Judo	Judo Men's Heavyweight	Bronze
93673	EST	2004 Summer	Athina	2004	Judo	Judo Men's Heavyweight	Bronze
93676	GDR	1968 Summer	Mexico City	1968	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
93680	FIN	1920 Summer	Antwerpen	1920	Wrestling	Wrestling Men's Middleweight, Greco-Roman	Bronze
93683	ITA	1948 Summer	London	1948	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
93686	IND	1952 Summer	Helsinki	1952	Hockey	Hockey Men's Hockey	Gold
93686	IND	1956 Summer	Melbourne	1956	Hockey	Hockey Men's Hockey	Gold
93687	IND	1968 Summer	Mexico City	1968	Hockey	Hockey Men's Hockey	Bronze
93687	IND	1972 Summer	Munich	1972	Hockey	Hockey Men's Hockey	Bronze
93693	TCH	1964 Summer	Tokyo	1964	Volleyball	Volleyball Men's Volleyball	Silver
93694	YUG	1960 Summer	Roma	1960	Football	Football Men's Football	Gold
93696	ITA	1928 Summer	Amsterdam	1928	Gymnastics	Gymnastics Women's Team All-Around	Silver
93698	FRA	2016 Summer	Rio de Janeiro	2016	Cycling	Cycling Men's Team Sprint	Bronze
93699	URS	1980 Summer	Moskva	1980	Weightlifting	Weightlifting Men's Middleweight	Silver
93700	RUS	2012 Summer	London	2012	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Bronze
93702	AUT	1936 Summer	Berlin	1936	Handball	Handball Men's Handball	Silver
93706	BUL	1992 Summer	Barcelona	1992	Weightlifting	Weightlifting Men's Featherweight	Silver
93706	BUL	1996 Summer	Atlanta	1996	Weightlifting	Weightlifting Men's Bantamweight	Bronze
93706	CRO	2000 Summer	Sydney	2000	Weightlifting	Weightlifting Men's Featherweight	Gold
93706	CRO	2004 Summer	Athina	2004	Weightlifting	Weightlifting Men's Lightweight	Bronze
93709	USA	1988 Summer	Seoul	1988	Rowing	Rowing Men's Coxed Eights	Bronze
93715	GER	1992 Summer	Barcelona	1992	Cycling	Cycling Men's 100 kilometres Team Time Trial	Gold
93717	FRA	2004 Summer	Athina	2004	Canoeing	Canoeing Men's Kayak Singles, Slalom	Gold
93723	TCH	1920 Summer	Antwerpen	1920	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
93724	ITA	1956 Summer	Melbourne	1956	Cycling	Cycling Men's Sprint	Silver
93735	FRA	1900 Summer	Paris	1900	Water Polo	Water Polo Men's Water Polo	Bronze
93736	FRA	1900 Summer	Paris	1900	Water Polo	Water Polo Men's Water Polo	Bronze
93742	ITA	1928 Summer	Amsterdam	1928	Fencing	Fencing Men's Foil, Team	Gold
93742	ITA	1932 Summer	Los Angeles	1932	Fencing	Fencing Men's Foil, Team	Silver
93746	BRA	1996 Summer	Atlanta	1996	Equestrianism	Equestrianism Mixed Jumping, Team	Bronze
93746	BRA	2000 Summer	Sydney	2000	Equestrianism	Equestrianism Mixed Jumping, Team	Bronze
93746	BRA	2004 Summer	Athina	2004	Equestrianism	Equestrianism Mixed Jumping, Individual	Gold
93751	FRA	2012 Summer	London	2012	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
93754	CUB	2000 Summer	Sydney	2000	Baseball	Baseball Men's Baseball	Silver
93754	CUB	2004 Summer	Athina	2004	Baseball	Baseball Men's Baseball	Gold
93754	CUB	2008 Summer	Beijing	2008	Baseball	Baseball Men's Baseball	Silver
93757	USA	1964 Summer	Tokyo	1964	Modern Pentathlon	Modern Pentathlon Men's Team	Silver
93764	USA	2008 Summer	Beijing	2008	Gymnastics	Gymnastics Women's Team All-Around	Silver
93767	FIN	2012 Summer	London	2012	Sailing	Sailing Women's Windsurfer	Silver
93770	THA	2004 Summer	Athina	2004	Boxing	Boxing Men's Bantamweight	Silver
93779	GER	2008 Summer	Beijing	2008	Football	Football Women's Football	Bronze
93779	GER	2016 Summer	Rio de Janeiro	2016	Football	Football Women's Football	Gold
93780	GDR	1988 Summer	Seoul	1988	Rowing	Rowing Women's Double Sculls	Gold
93780	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Quadruple Sculls	Gold
93782	GER	1936 Summer	Berlin	1936	Hockey	Hockey Men's Hockey	Silver
93783	GDR	1972 Summer	Munich	1972	Volleyball	Volleyball Men's Volleyball	Silver
93790	FRG	1972 Summer	Munich	1972	Hockey	Hockey Men's Hockey	Gold
93790	FRG	1984 Summer	Los Angeles	1984	Hockey	Hockey Men's Hockey	Silver
93793	GBR	1920 Summer	Antwerpen	1920	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
93798	IND	1960 Summer	Roma	1960	Hockey	Hockey Men's Hockey	Silver
93798	IND	1964 Summer	Tokyo	1964	Hockey	Hockey Men's Hockey	Gold
93798	IND	1968 Summer	Mexico City	1968	Hockey	Hockey Men's Hockey	Bronze
93799	GDR	1980 Summer	Moskva	1980	Football	Football Men's Football	Silver
93822	GER	2012 Summer	London	2012	Judo	Judo Men's Half-Heavyweight	Bronze
93826	GER	1900 Summer	Paris	1900	Sailing	Sailing Mixed Open	Silver
93826	GER	1900 Summer	Paris	1900	Sailing	Sailing Mixed 1-2 Ton	Gold
93833	GBR	1972 Summer	Munich	1972	Athletics	Athletics Women's Pentathlon	Gold
93839	NGR	1984 Summer	Los Angeles	1984	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
93840	USA	1996 Summer	Atlanta	1996	Equestrianism	Equestrianism Mixed Dressage, Team	Bronze
93840	USA	2016 Summer	Rio de Janeiro	2016	Equestrianism	Equestrianism Mixed Dressage, Team	Bronze
93841	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Men's Coxed Fours	Silver
93842	GER	1992 Summer	Barcelona	1992	Hockey	Hockey Women's Hockey	Silver
93849	DEN	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Standing, 300 metres, Team	Gold
93853	DEN	1912 Summer	Stockholm	1912	Football	Football Men's Football	Silver
93865	DEN	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxless Fours	Gold
93868	SWE	2012 Summer	London	2012	Handball	Handball Men's Handball	Silver
93871	DEN	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Pole Vault	Silver
93872	DEN	1992 Summer	Barcelona	1992	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Bronze
93875	DEN	1924 Summer	Paris	1924	Art Competitions	Art Competitions Mixed Literature	Silver
93875	DEN	1932 Summer	Los Angeles	1932	Art Competitions	Art Competitions Mixed Literature	Silver
93875	DEN	1948 Summer	London	1948	Art Competitions	Art Competitions Mixed Literature, Epic Works	Silver
93878	GER	2004 Summer	Athina	2004	Handball	Handball Men's Handball	Silver
93883	GER	1952 Summer	Helsinki	1952	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
93887	DEN	1906 Summer	Athina	1906	Gymnastics	Gymnastics Men's Team All-Around	Silver
93887	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Free System	Bronze
93890	GER	2016 Summer	Rio de Janeiro	2016	Football	Football Men's Football	Silver
93891	DEN	1960 Summer	Roma	1960	Sailing	Sailing Mixed Two Person Heavyweight Dinghy	Silver
93897	NOR	1906 Summer	Athina	1906	Gymnastics	Gymnastics Men's Team All-Around	Gold
93901	DEN	1920 Summer	Antwerpen	1920	Boxing	Boxing Men's Heavyweight	Silver
93901	DEN	1924 Summer	Paris	1924	Boxing	Boxing Men's Heavyweight	Silver
93902	NOR	1906 Summer	Athina	1906	Gymnastics	Gymnastics Men's Team All-Around	Gold
93903	DEN	1924 Summer	Paris	1924	Boxing	Boxing Men's Light-Heavyweight	Silver
93906	DEN	2000 Summer	Sydney	2000	Handball	Handball Women's Handball	Gold
93906	DEN	2004 Summer	Athina	2004	Handball	Handball Women's Handball	Gold
93907	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Coxed Eights	Bronze
93914	USA	1968 Summer	Mexico City	1968	Diving	Diving Women's Platform	Bronze
93915	USA	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Light-Heavyweight, Freestyle	Gold
93915	USA	1976 Summer	Montreal	1976	Wrestling	Wrestling Men's Light-Heavyweight, Freestyle	Silver
93921	SWE	1980 Summer	Moskva	1980	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
93922	GBR	1908 Summer	London	1908	Hockey	Hockey Men's Hockey	Silver
93924	USA	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Middleweight, Freestyle	Silver
93924	USA	1976 Summer	Montreal	1976	Wrestling	Wrestling Men's Middleweight, Freestyle	Gold
93925	SWE	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Gold
93931	SWE	1964 Summer	Tokyo	1964	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Gold
93931	SWE	1972 Summer	Munich	1972	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Silver
93936	GBR	1908 Summer	London	1908	Hockey	Hockey Men's Hockey	Silver
93939	ISL	2008 Summer	Beijing	2008	Handball	Handball Men's Handball	Silver
93943	SWE	1996 Summer	Atlanta	1996	Archery	Archery Men's Individual	Silver
93944	SWE	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
93944	SWE	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Long Jump	Gold
93949	HUN	1976 Summer	Montreal	1976	Handball	Handball Women's Handball	Bronze
93953	EUN	1992 Summer	Barcelona	1992	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	Gold
93957	FRA	1900 Summer	Paris	1900	Archery	Archery Men's Au Chapelet, 33 metres	Bronze
93957	FRA	1900 Summer	Paris	1900	Archery	Archery Men's Au Cordon Dore, 33 metres	Bronze
93971	FRA	1920 Summer	Antwerpen	1920	Rugby	Rugby Men's Rugby	Silver
93976	URS	1952 Summer	Helsinki	1952	Basketball	Basketball Men's Basketball	Silver
93976	URS	1956 Summer	Melbourne	1956	Basketball	Basketball Men's Basketball	Silver
93979	BUL	1964 Summer	Tokyo	1964	Wrestling	Wrestling Men's Welterweight, Greco-Roman	Silver
93981	BUL	1980 Summer	Moskva	1980	Volleyball	Volleyball Men's Volleyball	Silver
93988	CRO	2016 Summer	Rio de Janeiro	2016	Water Polo	Water Polo Men's Water Polo	Silver
93990	YUG	1976 Summer	Montreal	1976	Wrestling	Wrestling Men's Middleweight, Greco-Roman	Gold
93994	TCH	1968 Summer	Mexico City	1968	Volleyball	Volleyball Men's Volleyball	Bronze
94014	URS	1976 Summer	Montreal	1976	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
94014	URS	1980 Summer	Moskva	1980	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Gold
94024	LTU	2012 Summer	London	2012	Boxing	Boxing Men's Lightweight	Bronze
94031	URS	1976 Summer	Montreal	1976	Canoeing	Canoeing Men's Canadian Doubles, 500 metres	Gold
94031	URS	1976 Summer	Montreal	1976	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Gold
94033	URS	1960 Summer	Roma	1960	Fencing	Fencing Women's Foil, Team	Gold
94033	URS	1964 Summer	Tokyo	1964	Fencing	Fencing Women's Foil, Team	Silver
94033	URS	1968 Summer	Mexico City	1968	Fencing	Fencing Women's Foil, Team	Gold
94033	URS	1972 Summer	Munich	1972	Fencing	Fencing Women's Foil, Team	Gold
94037	ROU	1956 Summer	Melbourne	1956	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Gold
94039	GER	1906 Summer	Athina	1906	Fencing	Fencing Men's Sabre, Team	Gold
94040	USA	2000 Summer	Sydney	2000	Water Polo	Water Polo Women's Water Polo	Silver
94040	USA	2004 Summer	Athina	2004	Water Polo	Water Polo Women's Water Polo	Bronze
94040	USA	2008 Summer	Beijing	2008	Water Polo	Water Polo Women's Water Polo	Silver
94040	USA	2012 Summer	London	2012	Water Polo	Water Polo Women's Water Polo	Gold
94043	GEO	2016 Summer	Rio de Janeiro	2016	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Bronze
94048	TCH	1972 Summer	Munich	1972	Rowing	Rowing Men's Coxed Pairs	Silver
94048	TCH	1972 Summer	Munich	1972	Rowing	Rowing Men's Coxed Fours	Bronze
94051	POL	1988 Summer	Seoul	1988	Boxing	Boxing Men's Light-Heavyweight	Bronze
94052	TCH	1980 Summer	Moskva	1980	Hockey	Hockey Women's Hockey	Silver
94055	AUS	1996 Summer	Atlanta	1996	Softball	Softball Women's Softball	Bronze
94060	URS	1968 Summer	Mexico City	1968	Gymnastics	Gymnastics Women's Team All-Around	Gold
94060	URS	1968 Summer	Mexico City	1968	Gymnastics	Gymnastics Women's Floor Exercise	Gold
94060	URS	1968 Summer	Mexico City	1968	Gymnastics	Gymnastics Women's Balance Beam	Bronze
94065	HUN	1968 Summer	Mexico City	1968	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Silver
94066	ROU	2016 Summer	Rio de Janeiro	2016	Rowing	Rowing Women's Coxed Eights	Bronze
94071	CRO	2000 Summer	Sydney	2000	Rowing	Rowing Men's Coxed Eights	Bronze
94072	AUT	1980 Summer	Moskva	1980	Shooting	Shooting Mixed Rapid-Fire Pistol, 25 metres	Bronze
94074	UKR	2008 Summer	Beijing	2008	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Gold
94075	GRE	1896 Summer	Athina	1896	Tennis	Tennis Men's Doubles	Silver
94078	URU	1924 Summer	Paris	1924	Football	Football Men's Football	Gold
94078	URU	1928 Summer	Amsterdam	1928	Football	Football Men's Football	Gold
94083	ITA	1928 Summer	Amsterdam	1928	Rowing	Rowing Men's Coxed Fours	Gold
94094	GRE	2016 Summer	Rio de Janeiro	2016	Gymnastics	Gymnastics Men's Rings	Gold
94097	RUS	1908 Summer	London	1908	Wrestling	Wrestling Men's Heavyweight, Greco-Roman	Silver
94098	URS	1960 Summer	Roma	1960	Basketball	Basketball Men's Basketball	Silver
94098	URS	1964 Summer	Tokyo	1964	Basketball	Basketball Men's Basketball	Silver
94100	RUS	1996 Summer	Atlanta	1996	Weightlifting	Weightlifting Men's Middle-Heavyweight	Gold
94100	RUS	2000 Summer	Sydney	2000	Weightlifting	Weightlifting Men's Middle-Heavyweight	Bronze
94101	URS	1960 Summer	Roma	1960	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
94112	BUL	1960 Summer	Roma	1960	Wrestling	Wrestling Men's Bantamweight, Greco-Roman	Bronze
94116	URS	1988 Summer	Seoul	1988	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Bronze
94117	BUL	1980 Summer	Moskva	1980	Rowing	Rowing Men's Quadruple Sculls	Bronze
94122	BUL	1980 Summer	Moskva	1980	Athletics	Athletics Men's 100 metres	Bronze
94127	URS	1956 Summer	Melbourne	1956	Rowing	Rowing Men's Coxed Pairs	Bronze
94129	URS	1968 Summer	Mexico City	1968	Shooting	Shooting Mixed Skeet	Gold
94129	URS	1972 Summer	Munich	1972	Shooting	Shooting Mixed Skeet	Silver
94139	RUS	2016 Summer	Rio de Janeiro	2016	Handball	Handball Women's Handball	Gold
94140	RUS	2012 Summer	London	2012	Tennis	Tennis Women's Doubles	Bronze
94142	BUL	1988 Summer	Seoul	1988	Canoeing	Canoeing Women's Kayak Fours, 500 metres	Bronze
94146	RUS	2000 Summer	Sydney	2000	Water Polo	Water Polo Women's Water Polo	Bronze
94149	EUN	1992 Summer	Barcelona	1992	Judo	Judo Women's Half-Middleweight	Bronze
94150	RUS	2000 Summer	Sydney	2000	Water Polo	Water Polo Women's Water Polo	Bronze
94151	RUS	2012 Summer	London	2012	Athletics	Athletics Women's Marathon	Bronze
94155	YUG	1984 Summer	Los Angeles	1984	Basketball	Basketball Men's Basketball	Bronze
94160	YUG	1984 Summer	Los Angeles	1984	Basketball	Basketball Men's Basketball	Bronze
94160	YUG	1988 Summer	Seoul	1988	Basketball	Basketball Men's Basketball	Silver
94160	CRO	1992 Summer	Barcelona	1992	Basketball	Basketball Men's Basketball	Silver
94165	SRB	2016 Summer	Rio de Janeiro	2016	Basketball	Basketball Women's Basketball	Bronze
94167	SCG	1996 Summer	Atlanta	1996	Volleyball	Volleyball Men's Volleyball	Bronze
94169	YUG	1984 Summer	Los Angeles	1984	Water Polo	Water Polo Men's Water Polo	Gold
94186	BUL	1980 Summer	Moskva	1980	Volleyball	Volleyball Women's Volleyball	Bronze
94189	BLR	2004 Summer	Athina	2004	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	Bronze
94189	BLR	2008 Summer	Beijing	2008	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	Bronze
94189	BLR	2008 Summer	Beijing	2008	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Gold
94189	BLR	2012 Summer	London	2012	Canoeing	Canoeing Men's Kayak Doubles, 200 metres	Silver
94202	HUN	1928 Summer	Amsterdam	1928	Fencing	Fencing Men's Sabre, Individual	Silver
94202	HUN	1928 Summer	Amsterdam	1928	Fencing	Fencing Men's Sabre, Team	Gold
94202	HUN	1932 Summer	Los Angeles	1932	Fencing	Fencing Men's Sabre, Team	Gold
94205	GBR	1906 Summer	Athina	1906	Cycling	Cycling Men's 20 kilometres	Gold
94206	ITA	1964 Summer	Tokyo	1964	Cycling	Cycling Men's Sprint	Gold
94206	ITA	1964 Summer	Tokyo	1964	Cycling	Cycling Men's 1,000 metres Time Trial	Silver
94208	NOR	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Free System	Gold
94210	NOR	1988 Summer	Seoul	1988	Handball	Handball Women's Handball	Silver
94210	NOR	1992 Summer	Barcelona	1992	Handball	Handball Women's Handball	Silver
94211	SWE	1948 Summer	London	1948	Wrestling	Wrestling Men's Bantamweight, Greco-Roman	Gold
94212	NOR	1996 Summer	Atlanta	1996	Football	Football Women's Football	Bronze
94212	NOR	2000 Summer	Sydney	2000	Football	Football Women's Football	Gold
94219	SWE	1964 Summer	Tokyo	1964	Sailing	Sailing Mixed Two Person Keelboat	Bronze
94219	SWE	1972 Summer	Munich	1972	Sailing	Sailing Mixed Two Person Keelboat	Silver
94221	SWE	1920 Summer	Antwerpen	1920	Weightlifting	Weightlifting Men's Middleweight	Bronze
94222	SWE	1912 Summer	Stockholm	1912	Cycling	Cycling Men's Road Race, Team	Gold
94226	SWE	1920 Summer	Antwerpen	1920	Weightlifting	Weightlifting Men's Light-Heavyweight	Bronze
94227	SWE	1964 Summer	Tokyo	1964	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
94227	SWE	1968 Summer	Mexico City	1968	Cycling	Cycling Men's 100 kilometres Team Time Trial	Silver
94230	SWE	1964 Summer	Tokyo	1964	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
94230	SWE	1968 Summer	Mexico City	1968	Cycling	Cycling Men's Road Race, Individual	Bronze
94230	SWE	1968 Summer	Mexico City	1968	Cycling	Cycling Men's 100 kilometres Team Time Trial	Silver
94231	SWE	1952 Summer	Helsinki	1952	Gymnastics	Gymnastics Women's Team Portable Apparatus	Gold
94234	SWE	1928 Summer	Amsterdam	1928	Cycling	Cycling Men's Road Race, Team	Bronze
94235	SWE	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 50 kilometres Walk	Bronze
94238	SWE	1996 Summer	Atlanta	1996	Handball	Handball Men's Handball	Silver
94238	SWE	2000 Summer	Sydney	2000	Handball	Handball Men's Handball	Silver
94244	SWE	1980 Summer	Moskva	1980	Modern Pentathlon	Modern Pentathlon Men's Team	Bronze
94252	SWE	1924 Summer	Paris	1924	Athletics	Athletics Men's 110 metres Hurdles	Bronze
94254	SWE	1964 Summer	Tokyo	1964	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
94254	SWE	1968 Summer	Mexico City	1968	Cycling	Cycling Men's 100 kilometres Team Time Trial	Silver
94257	SWE	1968 Summer	Mexico City	1968	Cycling	Cycling Men's 100 kilometres Team Time Trial	Silver
94258	SWE	1924 Summer	Paris	1924	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
94259	SWE	1952 Summer	Helsinki	1952	Gymnastics	Gymnastics Women's Team Portable Apparatus	Gold
94259	SWE	1956 Summer	Melbourne	1956	Gymnastics	Gymnastics Women's Team Portable Apparatus	Silver
94259	SWE	1956 Summer	Melbourne	1956	Gymnastics	Gymnastics Women's Horse Vault	Bronze
94265	ITA	2000 Summer	Sydney	2000	Rowing	Rowing Men's Lightweight Double Sculls	Silver
94284	URS	1968 Summer	Mexico City	1968	Equestrianism	Equestrianism Mixed Dressage, Team	Silver
94284	URS	1972 Summer	Munich	1972	Equestrianism	Equestrianism Mixed Dressage, Individual	Silver
94284	URS	1972 Summer	Munich	1972	Equestrianism	Equestrianism Mixed Dressage, Team	Gold
94315	USA	1972 Summer	Munich	1972	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
94315	USA	1976 Summer	Montreal	1976	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
94318	HUN	1964 Summer	Tokyo	1964	Fencing	Fencing Men's Sabre, Individual	Gold
94318	HUN	1968 Summer	Mexico City	1968	Fencing	Fencing Men's Sabre, Individual	Bronze
94318	HUN	1968 Summer	Mexico City	1968	Fencing	Fencing Men's Sabre, Team	Bronze
94318	HUN	1972 Summer	Munich	1972	Fencing	Fencing Men's Sabre, Team	Bronze
94320	ITA	1936 Summer	Berlin	1936	Fencing	Fencing Men's epee, Team	Gold
94323	ITA	1996 Summer	Atlanta	1996	Cycling	Cycling Women's Mountainbike, Cross-Country	Gold
94323	ITA	2000 Summer	Sydney	2000	Cycling	Cycling Women's Mountainbike, Cross-Country	Gold
94326	USA	1996 Summer	Atlanta	1996	Rowing	Rowing Men's Lightweight Coxless Fours	Bronze
94327	AUT	1968 Summer	Mexico City	1968	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	Bronze
94333	GER	2004 Summer	Athina	2004	Canoeing	Canoeing Men's Canadian Singles, Slalom	Bronze
94336	HUN	1968 Summer	Mexico City	1968	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	Silver
94336	HUN	1972 Summer	Munich	1972	Canoeing	Canoeing Women's Kayak Singles, 500 metres	Bronze
94336	HUN	1976 Summer	Montreal	1976	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	Silver
94338	GDR	1980 Summer	Moskva	1980	Shooting	Shooting Mixed Running Target, 50 metres	Silver
94343	GDR	1976 Summer	Montreal	1976	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
94348	FRG	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 1,500 metres Freestyle	Bronze
94348	FRG	1988 Summer	Seoul	1988	Swimming	Swimming Men's 1,500 metres Freestyle	Silver
94348	FRG	1988 Summer	Seoul	1988	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
94362	SUI	1924 Summer	Paris	1924	Gymnastics	Gymnastics Men's Team All-Around	Bronze
94362	SUI	1928 Summer	Amsterdam	1928	Gymnastics	Gymnastics Men's Team All-Around	Gold
94375	GER	1996 Summer	Atlanta	1996	Archery	Archery Women's Team	Silver
94375	GER	2000 Summer	Sydney	2000	Archery	Archery Women's Team	Bronze
94379	GDR	1980 Summer	Moskva	1980	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
94393	FRA	1900 Summer	Paris	1900	Rugby	Rugby Men's Rugby	Gold
94403	GBR	1960 Summer	Roma	1960	Diving	Diving Men's Platform	Bronze
94404	USA	1996 Summer	Atlanta	1996	Gymnastics	Gymnastics Women's Team All-Around	Gold
94405	USA	1904 Summer	St. Louis	1904	Golf	Golf Men's Team	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 200 metres Freestyle	Bronze
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Bronze
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 100 metres Butterfly	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 200 metres Butterfly	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 200 metres Individual Medley	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 400 metres Individual Medley	Gold
94406	USA	2004 Summer	Athina	2004	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 200 metres Freestyle	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 100 metres Butterfly	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 200 metres Butterfly	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 200 metres Individual Medley	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 400 metres Individual Medley	Gold
94406	USA	2008 Summer	Beijing	2008	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Silver
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 100 metres Butterfly	Gold
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 200 metres Butterfly	Silver
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 200 metres Individual Medley	Gold
94406	USA	2012 Summer	London	2012	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
94406	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
94406	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
94406	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 100 metres Butterfly	Silver
94406	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 200 metres Butterfly	Gold
94406	USA	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 200 metres Individual Medley	Gold
